Compound,Negative,Neutral,Positive,Tweet_Ago,Tweet_DateTime,Tweet_Text,User
0.541,0.0,0.851,0.149,22,Sun Jun 10 00:28:32 +0000 2018,RT @pattysartwork: @chpspics @YgrekCe @just_a_meow_mom @CBS I think that this is the reason why @ScorpionCBS is so special. It unites so ma…,@CBS
0.0,0.0,1.0,0.0,23,Sun Jun 10 00:27:18 +0000 2018,RT @CBSThisMorning: .@TheTonyAwards are on @CBS tomorrow night! Here’s a look at some of the preparations ahead of Broadway’s biggest night…,@CBS
0.7096,0.0,0.731,0.269,24,Sun Jun 10 00:26:51 +0000 2018,"RT @paolasantoro4: Nominees for the 13th International TV Audience Awards with @ScorpionCBS
I hope @CBSTVStudios @CBS understand the great…",@CBS
-0.4588,0.167,0.833,0.0,25,Sun Jun 10 00:24:06 +0000 2018,RT @CaptainBadger79: I'm normally a quiet and shy person but since @CBS cancelled @ScorpionCBS I just had to speak out.  This show has such…,@CBS
-0.5267,0.139,0.861,0.0,26,Sun Jun 10 00:22:56 +0000 2018,Around 4am last night some criminal try to open my car. He did not see my camera in pawtucket ri.@wpri12 @ABC6… https://t.co/8jKLJV7uDC,@CBS
-0.1531,0.096,0.904,0.0,27,Sun Jun 10 00:19:28 +0000 2018,"RT @DearEvanHansen: This Sunday, don’t miss #DearEvanHansen on @TheTonyAwards, at 8/7c on @CBS. #ThisIsBroadway #TonyAwards https://t.co/Fx…",@CBS
0.63,0.0,0.795,0.205,28,Sun Jun 10 00:18:15 +0000 2018,@CodeBlackCBS please bring the show back! @CBS I’m watching it now and there is never a dull moment!  It’s one of m… https://t.co/IPNdnD3wJG,@CBS
0.0,0.0,1.0,0.0,29,Sun Jun 10 00:16:51 +0000 2018,"Less than 23 hours and 45 minutes to go until @TheTonyAwards or as Joe Gideon puts it. 

Hosted by @SaraBareilles a… https://t.co/a1zhL3DScL",@CBS
0.0,0.0,1.0,0.0,30,Sun Jun 10 00:16:38 +0000 2018,@ABCNetwork @TheCW @GlobalTV @nbc @CBS @GBerlanti @bensherwood @bridgeNYCPR @warnerbrostv @DeceptionABC @Bravotv Pl… https://t.co/fFlSbwK7W9,@CBS
-0.6369,0.189,0.756,0.055,31,Sun Jun 10 00:15:36 +0000 2018,"@CNN, @ABC, @NBCNews, @CBS  and all other news outlets: When reporting about suicide, put that number for the natio… https://t.co/B7wnfZWJTD",@CBS
0.0,0.0,1.0,0.0,32,Sun Jun 10 00:14:41 +0000 2018,@HeleenScorpion @tvfan00 @CBS @CBSTVStudios I agee with you. #SaveScorpion #TeamScorpion #bringbackscorpion,@CBS
0.4003,0.0,0.788,0.212,33,Sun Jun 10 00:12:26 +0000 2018,RT @CymaticCircus: @truth2u4me @CBS @CBSNews @realDonaldTrump This can’t be shared enough!,@CBS
0.0,0.0,1.0,0.0,34,Sun Jun 10 00:11:21 +0000 2018,RT @victoriarowell: @BabyGirlBlkft @Kimberlykokourt @SONY @CBS @lesliemoonves @bradleybell_ has ZERO black ExecProducers in 45yrs on Y&amp;R! O…,@CBS
0.0,0.0,1.0,0.0,35,Sun Jun 10 00:10:49 +0000 2018,RT @ssquirrel007: 🔥Amen🔥 @NBCNews @ABC @CBS @NPR we are talking to you. Get with the program! #GetWoke NOW https://t.co/k0FFYUR93y,@CBS
0.504,0.0,0.86,0.14,36,Sun Jun 10 00:10:17 +0000 2018,RT @truth2u4me: Why did @CBS @CBSNews delete this clip from their own website? #Colbert forgot that he was supporting @realDonaldTrump? And…,@CBS
0.0,0.0,1.0,0.0,37,Sun Jun 10 00:10:11 +0000 2018,RT @AnaNardaci: @LiorNow @cbs #SaveScorpion,@CBS
-0.3786,0.301,0.699,0.0,38,Sun Jun 10 00:09:53 +0000 2018,@CBS I am upset/sad that you cancelled scorpion!!,@CBS
0.7506,0.0,0.73,0.27,39,Sun Jun 10 00:09:21 +0000 2018,RT @Brenda06135: This picture speaks 1000 words.  World leaders at G7 hang on to @POTUS's every word with intense interest and respect.   W…,@CBS
0.0,0.0,1.0,0.0,40,Sun Jun 10 00:08:51 +0000 2018,@CBS in this time of social media spoilers why are you tape delaying the @tonyawardslive broadcast to the West Coas… https://t.co/ZajocuJLOh,@CBS
0.34,0.0,0.897,0.103,41,Sun Jun 10 00:06:31 +0000 2018,"RT @MagnumPICBS: When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: Solving cases in style…",@CBS
0.0,0.0,1.0,0.0,42,Sun Jun 10 00:05:42 +0000 2018,@HISTORY @ovationtv @ABC  @CBS https://t.co/fcPnthJ5zR,@CBS
0.0,0.0,1.0,0.0,43,Sun Jun 10 00:05:09 +0000 2018,RT @pasbonca: @killianfleury45 @pattysartwork @ScorpionCBS @CBS C'est clair... là aussi les chiffres parlent d'eux même 😉 #savescorpion #br…,@CBS
0.0,0.0,1.0,0.0,44,Sun Jun 10 00:03:14 +0000 2018,"RT @KyleKashuv: Discussing @TPUSA HIgh School Leadership Summit with @charliekirk11 with @CBS. 

Link to sign up in my bio. https://t.co/le…",@CBS
0.0,0.0,1.0,0.0,45,Sun Jun 10 00:03:06 +0000 2018,RT @AnaNardaci: @LiorNow @cbs #SaveScorpion,@CBS
0.0,0.0,1.0,0.0,46,Sun Jun 10 00:01:59 +0000 2018,🐐@NBA @ESPNNBA @SportsCenter @CBS @ABCNetwork @BET @MTV @TMZ @breakfastclubam @cthagod https://t.co/62xdUHOSL3,@CBS
0.4215,0.0,0.843,0.157,47,Sun Jun 10 00:01:29 +0000 2018,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,@CBS
0.7374,0.0,0.779,0.221,48,Sun Jun 10 00:01:22 +0000 2018,"RT @TheTonyAwards: We can hardly contain our excitement! Set your DVRs and put the bubbly on ice, because the Tony Awards are tomorrow nigh…",@CBS
0.0,0.0,1.0,0.0,49,Sun Jun 10 00:01:18 +0000 2018,RT @pasbonca: @killianfleury45 @pattysartwork @ScorpionCBS @CBS C'est clair... là aussi les chiffres parlent d'eux même 😉 #savescorpion #br…,@CBS
0.0,0.0,1.0,0.0,50,Sun Jun 10 00:01:00 +0000 2018,RT @pasbonca: @killianfleury45 @CBS @netflix La quête d'originalité n'est pas un but en soit 😂😂 d'ailleurs @CBSTVStudios et @CBS nous le pr…,@CBS
0.0,0.0,1.0,0.0,51,Sat Jun 09 23:59:24 +0000 2018,RT @pasbonca: @killianfleury45 @CBS @netflix La quête d'originalité n'est pas un but en soit 😂😂 d'ailleurs @CBSTVStudios et @CBS nous le pr…,@CBS
0.0,0.0,1.0,0.0,52,Sat Jun 09 23:57:22 +0000 2018,RT @pasbonca: @CBS @CBSTVStudios @M6 salutations 😆 c'est l'heure de la météo en France. Chaud mais couvert... ça sent l'orage... Ô rage...…,@CBS
0.0,0.0,1.0,0.0,53,Sat Jun 09 23:57:01 +0000 2018,@ssquirrel007 @NBCNews @ABC @CBS @NPR The time is now!,@CBS
0.875,0.0,0.655,0.345,54,Sat Jun 09 23:54:50 +0000 2018,RT @FevrierMaxine: The Brave is more than a series it honours those brave soldiers who put their lives on the line #RedeployTheBrave #TheBr…,@CBS
0.6369,0.0,0.846,0.154,55,Sat Jun 09 23:52:54 +0000 2018,RT @joycelancelane: #TheBrave was the best new show on TV this season. Even the shows I have been watching for years don’t compare. We need…,@CBS
0.4215,0.0,0.843,0.157,56,Sat Jun 09 23:52:26 +0000 2018,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,@CBS
0.5106,0.0,0.864,0.136,57,Sat Jun 09 23:51:36 +0000 2018,"RT @victoriarowell: Black women buy more @PGeveryday PAMPERS than any other group, understand w/out strong sales P&amp;G ad dollars 
paid to @C…",@CBS
0.3182,0.0,0.867,0.133,58,Sat Jun 09 23:51:13 +0000 2018,RT @messup7592: Please @syfy @netflix @amazon @cbs this show really deserve another seasons #BringBackScorpion #SaveScorpion 🦂 https://t.co…,@CBS
0.0,0.0,1.0,0.0,59,Sat Jun 09 23:51:13 +0000 2018,@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC Canadian Broadcasting Corporation.  The whole election coverage is sti… https://t.co/8qCkQ0Mg0Q,@CBS
0.7374,0.0,0.779,0.221,60,Sat Jun 09 23:50:45 +0000 2018,"RT @TheTonyAwards: We can hardly contain our excitement! Set your DVRs and put the bubbly on ice, because the Tony Awards are tomorrow nigh…",@CBS
-0.1531,0.096,0.904,0.0,61,Sat Jun 09 23:50:33 +0000 2018,"RT @DearEvanHansen: This Sunday, don’t miss #DearEvanHansen on @TheTonyAwards, at 8/7c on @CBS. #ThisIsBroadway #TonyAwards https://t.co/Fx…",@CBS
0.2003,0.094,0.781,0.125,62,Sat Jun 09 23:50:04 +0000 2018,RT @messup7592: @pattysartwork Good advice to @CBS when they will be stressed out when they’re going to see #SaveScorpion trending widely !…,@CBS
0.296,0.0,0.761,0.239,63,Sat Jun 09 23:49:56 +0000 2018,RT @messup7592: @LiorNow Yeah #SaveScorpion #ScorpionSeason5 @CBS https://t.co/0HsgNQz2u0,@CBS
0.0,0.0,1.0,0.0,64,Sat Jun 09 23:49:36 +0000 2018,RT @messup7592: @thinkispossibl1 @CBS @ScorpionCBS Season 5 for @ScorpionCBS ! #SaveScorpion,@CBS
0.4019,0.0,0.903,0.097,65,Sat Jun 09 23:48:05 +0000 2018,RT @CaptainBadger79: So first day of my holiday and I switch on the TV to see Scorpion. We'll @CBS I think this might be a sign to renew fo…,@CBS
0.0,0.0,1.0,0.0,66,Sat Jun 09 23:48:02 +0000 2018,RT @Jason_Aldean: Tune in TONIGHT to see Jason's recent appearance on @colbertlateshow re-air @CBS #LSSC https://t.co/dsepJ01bZi,@CBS
0.9635,0.036,0.465,0.499,67,Sat Jun 09 23:47:54 +0000 2018,RT @messup7592: Socially awkward but very smart bunch of friends sticking together to save the country/World ...  Best synopsis ever for a…,@CBS
0.0,0.0,1.0,0.0,68,Sat Jun 09 23:47:43 +0000 2018,"RT @messup7592: @paolasantoro4 @ScorpionCBS @CBSTVStudios @CBS @festivaltvmc @EurodataTV @CBS , what have you done ? #savescorpion #BringBa…",@CBS
0.7096,0.0,0.731,0.269,69,Sat Jun 09 23:47:36 +0000 2018,"RT @paolasantoro4: Nominees for the 13th International TV Audience Awards with @ScorpionCBS
I hope @CBSTVStudios @CBS understand the great…",@CBS
0.0,0.0,1.0,0.0,70,Sat Jun 09 23:47:14 +0000 2018,RT @HelenandYos: It has definetly captured mine!! So @CBS @CBSTVStudios #bringbackscorpion or any other network @amazon @netflix @hulu @war…,@CBS
0.34,0.113,0.714,0.172,71,Sat Jun 09 23:47:08 +0000 2018,RT @GailHurt3: @EW @people @Variety @TVGuide @InsideEdition @USATODAY @THR this would be a great story about @CBSTVStudios @CBS ignoring fa…,@CBS
0.3182,0.0,0.901,0.099,72,Sat Jun 09 23:47:01 +0000 2018,RT @GailHurt3: @EW would you do a story on @CBSTVStudios @CBS canceling @ScorpionCBS with a huge following world wide &amp; nominated for an aw…,@CBS
0.0,0.0,1.0,0.0,73,Sat Jun 09 23:46:53 +0000 2018,RT @LiorNow: @GailHurt3 @EW @people @Variety @TVGuide @InsideEdition @USATODAY @THR @CBSTVStudios @CBS @ScorpionCBS Especially in light of…,@CBS
0.3595,0.094,0.755,0.151,74,Sat Jun 09 23:46:27 +0000 2018,"RT @MArmenoff: @CBS we have the perfect person to correct the relationship mess called Scorpion!  With Dr. Rizzuto
(Penn Jillette), team Sc…",@CBS
0.0,0.0,1.0,0.0,75,Sat Jun 09 23:46:24 +0000 2018,"RT @MArmenoff: We need a meme of Toby’s gambling scene in S 1 Ep2.  Instead of Toby, it will be reps bidding on Scorpion syndication after…",@CBS
0.743,0.062,0.712,0.226,76,Sat Jun 09 23:46:15 +0000 2018,RT @HeleenScorpion: I just can't get over the fact that you cancelled one of your best shows and a few weeks later you are proud that it go…,@CBS
0.0,0.0,1.0,0.0,77,Sat Jun 09 23:45:35 +0000 2018,"RT @sandrineTRANEL: @CBS , #MacGyver : @lucastill i just saw the last 2 episodes of season 2 ..... &amp; i didn't expect this to end there ....…",@CBS
0.0,0.0,1.0,0.0,78,Sat Jun 09 23:45:17 +0000 2018,RT @DouglasHespelt: @pattysartwork @tvfan00 @chpspics @YgrekCe @just_a_meow_mom @CBS @ScorpionCBS You are so very right!! Scorpion is total…,@CBS
0.3182,0.0,0.901,0.099,79,Sat Jun 09 23:45:02 +0000 2018,RT @GailHurt3: @EW would you do a story on @CBSTVStudios @CBS canceling @ScorpionCBS with a huge following world wide &amp; nominated for an aw…,@CBS
0.2023,0.0,0.917,0.083,80,Sat Jun 09 23:44:38 +0000 2018,"@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC Just for giggles, you have got to watch The Young Turks Election Night… https://t.co/LadW5vclZx",@CBS
0.0,0.0,1.0,0.0,81,Sat Jun 09 23:44:24 +0000 2018,RT @MRamuz: @CBS Bring Scorpion back !!! @CBSTVStudios #SaveScorpion #bringbackscorpion https://t.co/fTqs8JJedh,@CBS
0.0,0.0,1.0,0.0,82,Sat Jun 09 23:44:19 +0000 2018,"RT @MArmenoff: We need a meme of Toby’s gambling scene in S 1 Ep2.  Instead of Toby, it will be reps bidding on Scorpion syndication after…",@CBS
0.0,0.0,1.0,0.0,83,Sat Jun 09 23:41:39 +0000 2018,"#ThisIsAmerica: #Racist, #Unrepentant; #SystematicallyBroken &amp; #Suicidal. #WhyteSupremacy is a #Cancer #America doe… https://t.co/8LFtKD96xK",@CBS
0.0,0.0,1.0,0.0,84,Sat Jun 09 23:41:02 +0000 2018,RT @ilovemalec24: #SaveTheShadowWorld #SAVESHADOWHUNTERS  @FreeformTV @hulu @netflix @spike @TheCW @FOXTV @amazon @PrimeVideo @Shadowhunter…,@CBS
0.0,0.0,1.0,0.0,85,Sat Jun 09 23:40:11 +0000 2018,RT @ilovemalec24: @softddario @HazzaxxLoueh @emilylongeretta @FreeformTV @ShadowhuntersTV #boycottfreeform #SaveTheShadowWorld #SAVESHADOWH…,@CBS
-0.1531,0.096,0.904,0.0,86,Sat Jun 09 23:39:00 +0000 2018,"RT @DearEvanHansen: This Sunday, don’t miss #DearEvanHansen on @TheTonyAwards, at 8/7c on @CBS. #ThisIsBroadway #TonyAwards https://t.co/Fx…",@CBS
0.4215,0.0,0.843,0.157,87,Sat Jun 09 23:38:12 +0000 2018,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,@CBS
0.0,0.0,1.0,0.0,88,Sat Jun 09 23:38:01 +0000 2018,"RT @KyleKashuv: Discussing @TPUSA HIgh School Leadership Summit with @charliekirk11 with @CBS. 

Link to sign up in my bio. https://t.co/le…",@CBS
0.0772,0.071,0.844,0.084,89,Sat Jun 09 23:36:25 +0000 2018,"@CNN There is no such thing as a same sex marriage . He can kiss his boyfriend,girlfriend ,wife or partner ,but its… https://t.co/mqt8elVMjj",@CBS
0.0,0.0,1.0,0.0,90,Sat Jun 09 23:35:17 +0000 2018,RT @ilovemalec24: @softddario @HazzaxxLoueh @emilylongeretta @FreeformTV @ShadowhuntersTV #boycottfreeform #SaveTheShadowWorld #SAVESHADOWH…,@CBS
0.4215,0.0,0.843,0.157,91,Sat Jun 09 23:34:22 +0000 2018,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,@CBS
0.0,0.0,1.0,0.0,92,Sat Jun 09 23:30:58 +0000 2018,@KyleKashuv @TPUSA @charliekirk11 @CBS Quite possibly a future Pres/Vice Pres combo right there.,@CBS
0.0,0.0,1.0,0.0,93,Sat Jun 09 23:27:59 +0000 2018,@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC Did you see CBC's coverage? The leftists had a total meltdown. As a co… https://t.co/7MAyVEySwr,@CBS
0.2808,0.153,0.654,0.194,94,Sat Jun 09 23:26:29 +0000 2018,"RT @Pepamint83: Code Black Fans 

Let's show CBS they made a HUGE mistake by cancelling #CodeBlack and show them our fan number's. 

PLEASE…",@CBS
0.0,0.0,1.0,0.0,95,Sat Jun 09 23:26:00 +0000 2018,"@KyleKashuv @TPUSA @charliekirk11 @CBS @KyleKashuv , Will you show @charliekirk11 where the punctuation marks are on his phone keypad?",@CBS
0.0,0.0,1.0,0.0,96,Sat Jun 09 23:25:39 +0000 2018,"RT @KyleKashuv: Discussing @TPUSA HIgh School Leadership Summit with @charliekirk11 with @CBS. 

Link to sign up in my bio. https://t.co/le…",@CBS
0.0,0.0,1.0,0.0,97,Sat Jun 09 23:24:26 +0000 2018,"RT @RnH_Org: #FlashbackFriday to @CinderellaBway's performance on @TheTonyAwards in 2013 featuring @LauraOsnes, @SantinoFontana, and @Vicki…",@CBS
0.0,0.0,1.0,0.0,98,Sat Jun 09 23:23:28 +0000 2018,@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC 😆😆😆😆😆,@CBS
0.0,0.0,1.0,0.0,99,Sat Jun 09 23:23:22 +0000 2018,"RT @DeckerStar_Luv: This is also a line I happen to catch in the last episode Once Upon A Time. 
#SaveLucifer #PickUpLucifer 
@tomellis17 @…",@CBS
-0.6124,0.357,0.643,0.0,0,Sun Jun 10 00:38:37 +0000 2018,"@amber_athey @CNN 45 is such an embarrassment, it is mind numbing.",@CNN
0.0,0.0,1.0,0.0,1,Sun Jun 10 00:38:36 +0000 2018,@SimonDingleyCBC @GFrankPower @CNN  https://t.co/gXOIf3IPmY,@CNN
-0.6486,0.325,0.675,0.0,2,Sun Jun 10 00:38:36 +0000 2018,@therealcornett @craigster0726 @CNN Four haters and members of the biased and corrupt LSM.,@CNN
-0.4404,0.132,0.868,0.0,3,Sun Jun 10 00:38:34 +0000 2018,@2000heynow @ShaunRas31 @Jane_S1970 @CNN He tweeted the exact words. I follow him so I can see how big a fool he wi… https://t.co/405heRjhI5,@CNN
-0.5423,0.333,0.667,0.0,4,Sun Jun 10 00:38:30 +0000 2018,@CNN Break it off in Trump’s ass Justin.,@CNN
-0.6854,0.273,0.727,0.0,5,Sun Jun 10 00:38:25 +0000 2018,"@Trump417 @amber_athey @DonaldJTrumpJr @CNN @ShepNewsTeam The media is not about truth anymore, it’s about controversy! What a shame!",@CNN
-0.296,0.109,0.891,0.0,6,Sun Jun 10 00:38:25 +0000 2018,"@CetranoSusan @CNN No, the family should have requested the doctors office call Walgreens and submit the form. The… https://t.co/yRUAitKC1n",@CNN
0.0,0.0,1.0,0.0,7,Sun Jun 10 00:38:24 +0000 2018,@CNN About a month ago Anthony Bourdain tweeted “I’ve been on the receiving end of her operatives’ wrath. And it ai… https://t.co/iQmwnHg89o,@CNN
0.3818,0.0,0.867,0.133,8,Sun Jun 10 00:38:24 +0000 2018,@FoxNews @BreitbartNews @WSJ @YouTube @CNN Dear Websites that open a full page advertising pop up within seconds of… https://t.co/e0ii1AOlDO,@CNN
0.7626,0.0,0.704,0.296,9,Sun Jun 10 00:38:20 +0000 2018,"@CNN @pott_a Yeah, JT p*sses me off a lot lately but man, in this case, he makes me proud to be a Canadian.",@CNN
-0.5255,0.139,0.861,0.0,10,Sun Jun 10 00:38:15 +0000 2018,"RT @amber_athey: WATCH: President Trump nukes @CNN reporter into another dimension. 

""I figured. Fake news CNN. The worst!"" he said. ""I ha…",@CNN
0.8192,0.0,0.693,0.307,11,Sun Jun 10 00:38:14 +0000 2018,@U2start @peacewillfollow @CNN @nbc @abc LET ME MAKE This PERFECTLY Clear This IS NOT A Historic Summit IN Singapor… https://t.co/KKbi3yjuxH,@CNN
0.0,0.0,1.0,0.0,12,Sun Jun 10 00:38:14 +0000 2018,"@CNN He is nothing more than a small child, who believes the ENTIRE world centers around him. #fuckTrump #fuckAmeriKKKa",@CNN
-0.296,0.095,0.905,0.0,13,Sun Jun 10 00:38:11 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.3612,0.111,0.889,0.0,14,Sun Jun 10 00:38:11 +0000 2018,"@ann_kennedy62 @CNN I’m an American, and I am embarrassed of what Trump and his “sheep” have done to our country. T… https://t.co/g8O9ZHg2rB",@CNN
-0.4767,0.383,0.617,0.0,15,Sun Jun 10 00:38:11 +0000 2018,FCK @CNN fake news #MAGA https://t.co/67O8stSboG,@CNN
0.0,0.0,1.0,0.0,16,Sun Jun 10 00:38:10 +0000 2018,@Jeff12324 @desertrival @CNN You will be packing your bags just as soon (if) as you get off the Kool Aid!😂,@CNN
0.0,0.134,0.732,0.134,17,Sun Jun 10 00:38:08 +0000 2018,@Bubbles85295587 @CNN Yeah what you said. Just do something! All talk and no show.,@CNN
0.3612,0.0,0.872,0.128,18,Sun Jun 10 00:38:07 +0000 2018,@CNN @StCollinson @realDonaldTrump looks like petulant fricking 8 year old that isnt getting his way. What an embar… https://t.co/7QmJFHBdPt,@CNN
-0.296,0.095,0.905,0.0,19,Sun Jun 10 00:38:06 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.6124,0.0,0.667,0.333,20,Sun Jun 10 00:38:05 +0000 2018,@CNN Well thanks to President Trump. We’re infront again. #MAGA2024 🇺🇸 https://t.co/mm7Qb7wiKO,@CNN
0.0,0.0,1.0,0.0,21,Sun Jun 10 00:38:02 +0000 2018,"@CNN I'm 36 and I still take it. It helped me immensely as a kid and in college. ADHD isn't something you necessarily ""grow out of.""",@CNN
-0.296,0.095,0.905,0.0,22,Sun Jun 10 00:37:59 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.296,0.095,0.905,0.0,23,Sun Jun 10 00:37:59 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,24,Sun Jun 10 00:37:57 +0000 2018,"@2000heynow @ShaunRas31 @Jane_S1970 @CNN So then, you don't have an answer?",@CNN
0.7351,0.0,0.744,0.256,25,Sun Jun 10 00:37:57 +0000 2018,Tearing up watching old episodes of @CNN parts unknown. Anthony Bourdain is a one of a kind talent gone far too soon,@CNN
0.0,0.0,1.0,0.0,26,Sun Jun 10 00:37:56 +0000 2018,@paulmasonnews My question is why won't @cnn cover this too?,@CNN
0.2584,0.0,0.887,0.113,27,Sun Jun 10 00:37:55 +0000 2018,@Mike_G_YYC @ErnestoReyes27 @SylvanMarigold @CNN @realDonaldTrump Can't argue with that right now. We have turned into a cartoon world.,@CNN
-0.4845,0.142,0.858,0.0,28,Sun Jun 10 00:37:52 +0000 2018,"@CNN Does it get more humiliating than this??! He is beyond belief. I think I’m headed for a news/twitter break, th… https://t.co/m0eBBb22P8",@CNN
0.0,0.0,1.0,0.0,29,Sun Jun 10 00:37:50 +0000 2018,@CNN When you got a power but you are senseless,@CNN
-0.0387,0.145,0.716,0.139,30,Sun Jun 10 00:37:46 +0000 2018,@karl_ratte @2000heynow @Jane_S1970 @CNN Good...Our friends need to stand up to this jackass.  He's our president a… https://t.co/jZIRzcE15j,@CNN
-0.296,0.095,0.905,0.0,31,Sun Jun 10 00:37:46 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,32,Sun Jun 10 00:37:44 +0000 2018,"RT @dylanmsmitty: @CNN @MSNBC @FoxNews @ABC @NBCNews @CBSNews @BloombergTV @oneamericanews @newsmax @BBCAMERICA @theblaze @FusionNews 

Don…",@CNN
-0.296,0.095,0.905,0.0,33,Sun Jun 10 00:37:43 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.3182,0.086,0.769,0.145,34,Sun Jun 10 00:37:43 +0000 2018,"I was quiet yesterday after my friend called to tell me about #AnthonyBourdain. There was disbelief, then tears, bu… https://t.co/37Hba27qT9",@CNN
0.2385,0.129,0.709,0.162,35,Sun Jun 10 00:37:42 +0000 2018,"RT @DBloom451: Trump's presser after the #G7Charlesvoix was a TOUR DE FORCE! This was the best part👇when he called out FAKE NEWS @CNN!

Pre…",@CNN
-0.296,0.095,0.905,0.0,36,Sun Jun 10 00:37:42 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,37,Sun Jun 10 00:37:41 +0000 2018,"@ABC Immigrants &gt; Americans &gt;American College Students &gt; American Homeless &gt; American Homeless Veterans. 

Sums up… https://t.co/Ab0oh3AST1",@CNN
-0.296,0.095,0.905,0.0,38,Sun Jun 10 00:37:41 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.4926,0.0,0.758,0.242,39,Sun Jun 10 00:37:39 +0000 2018,"@kneff50 @desertrival @CNN I’ll take you up on that offer, thanks!",@CNN
0.0,0.0,1.0,0.0,40,Sun Jun 10 00:37:39 +0000 2018,@CNN this Bourdain is breaking my ❤️,@CNN
0.0,0.0,1.0,0.0,41,Sun Jun 10 00:37:37 +0000 2018,RT @DreamWalkarts: @CNN  https://t.co/bdEgEnXNSq,@CNN
0.0,0.0,1.0,0.0,42,Sun Jun 10 00:37:36 +0000 2018,RT @CNN: Former NBA star Dennis Rodman is traveling to Singapore for the upcoming summit between President Trump and North Korean Leader Ki…,@CNN
-0.296,0.095,0.905,0.0,43,Sun Jun 10 00:37:34 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.7269,0.243,0.757,0.0,44,Sun Jun 10 00:37:31 +0000 2018,@5455km629 @SFashano @CNN Mistaken?  Bush and Obama both got us into wars; Trump has kept us out of them.  A histor… https://t.co/jrNlPmYS7h,@CNN
0.0,0.0,1.0,0.0,45,Sun Jun 10 00:37:31 +0000 2018,@CNN maybe we can just trade w/ n korea instead,@CNN
0.0,0.0,1.0,0.0,46,Sun Jun 10 00:37:30 +0000 2018,@CNN Ziggy Popped and do did Anthony Bourdain https://t.co/RujzsfKYcB,@CNN
0.0,0.0,1.0,0.0,47,Sun Jun 10 00:37:27 +0000 2018,@AprilMu37312477 @khristiepaulson @AmberGirl3 @PressSec @MichaelDelauzon @newsbyhughes @CNN @Scavino45 By all means… https://t.co/rcNBwqK5Ut,@CNN
-0.4767,0.134,0.866,0.0,48,Sun Jun 10 00:37:23 +0000 2018,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News CNN. The w…",@CNN
-0.296,0.095,0.905,0.0,49,Sun Jun 10 00:37:22 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.3818,0.206,0.794,0.0,50,Sun Jun 10 00:37:22 +0000 2018,"@CognitiveCaveat @amber_athey @DonaldJTrumpJr @CNN Still pushing that “thin skinned” crap, Hillary?",@CNN
-0.6597,0.244,0.691,0.065,51,Sun Jun 10 00:37:22 +0000 2018,@CNN So a Trump-directed foreign policy flatters and defends the enemies of the US and hurls repeated insults at ou… https://t.co/YoFoQxXSZ7,@CNN
-0.296,0.095,0.905,0.0,52,Sun Jun 10 00:37:20 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
